employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,TrainingPerformance,TrainingEffectiveness,WorkforceStability,RetentionRisk,Region_Display,Top_Performer
22723,Sales & Marketing,region_22,Bachelors,m,other,2,24,3,2,0,0,50,Medium,Medium,Low,High Risk,Region 22,No
27986,Sales & Marketing,region_15,Masters & above,m,other,1,33,3,4,1,0,50,Medium,Medium,Medium,Medium Risk,Region 15,No
27043,Analytics,region_9,Masters & above,m,other,1,32,3,7,1,1,86,High,Medium,High,Medium Risk,Region 9,Yes
49650,Procurement,region_15,Bachelors,f,sourcing,1,39,3,7,1,0,72,Medium,Medium,High,Medium Risk,Region 15,No
55211,R&D,region_31,Bachelors,m,sourcing,1,30,1,3,0,0,84,High,Low,Medium,High Risk,Region 31,No
14287,Procurement,region_2,Below Secondary,m,sourcing,1,25,1,2,1,0,76,High,Low,Low,High Risk,Region 2,No
54340,Operations,region_7,Masters & above,f,other,1,36,4,8,1,0,61,Medium,Medium,High,Medium Risk,Region 7,No
51550,Technology,region_10,Masters & above,f,sourcing,1,36,5,4,1,0,80,High,Medium,Medium,Medium Risk,Region 10,No
11536,Technology,region_2,Masters & above,f,other,1,33,5,7,1,0,80,High,Medium,High,Medium Risk,Region 2,No
57010,Sales & Marketing,region_2,Bachelors,m,sourcing,2,34,5,6,1,0,48,Low,High,High,Low Risk,Region 2,No
616,Operations,region_2,Below Secondary,f,sourcing,1,22,3,1,0,0,62,Medium,Medium,Low,High Risk,Region 2,No
54372,Operations,region_22,Masters & above,m,other,1,54,3,16,0,0,61,Medium,Medium,Medium,Medium Risk,Region 22,No
55593,Operations,region_14,Bachelors,f,sourcing,1,31,5,9,1,0,52,Medium,Medium,High,Medium Risk,Region 14,No
32588,Operations,region_13,Bachelors,m,other,1,45,4,11,0,0,64,Medium,Medium,Medium,Medium Risk,Region 13,No
14739,Technology,region_5,Bachelors,m,other,1,27,3,3,1,0,78,High,Medium,Medium,Medium Risk,Region 5,No
11376,Sales & Marketing,region_15,Bachelors,m,sourcing,1,33,1,7,0,0,48,Low,Low,Medium,High Risk,Region 15,No
54739,Operations,region_13,Masters & above,f,other,1,36,3,4,0,0,64,Medium,Medium,Medium,Medium Risk,Region 13,No
16696,Sales & Marketing,region_21,Masters & above,m,sourcing,1,33,1,5,0,0,49,Low,Low,Medium,High Risk,Region 21,No
43750,R&D,region_2,Masters & above,m,other,1,33,3,5,0,0,82,High,Medium,Medium,Medium Risk,Region 2,No
64072,Operations,region_2,Bachelors,f,other,3,30,3,1,1,0,62,Medium,Medium,Low,High Risk,Region 2,No
6359,Sales & Marketing,region_13,Masters & above,m,other,1,54,5,11,1,0,46,Low,Medium,High,Medium Risk,Region 13,No
37132,Operations,region_2,Bachelors,m,sourcing,2,36,4,4,1,0,54,Medium,High,Medium,Medium Risk,Region 2,No
26134,Operations,region_15,Bachelors,m,other,1,46,5,19,1,0,62,Medium,Medium,High,Medium Risk,Region 15,No
55976,R&D,region_2,Masters & above,m,other,1,33,4,8,0,0,89,High,Medium,Medium,Medium Risk,Region 2,No
35812,Technology,region_2,Masters & above,f,sourcing,1,42,3,15,0,0,78,High,Medium,Medium,Medium Risk,Region 2,No
8112,Procurement,region_29,Bachelors,m,other,2,36,3,5,1,0,69,Medium,Medium,High,Medium Risk,Region 29,No
22472,Sales & Marketing,region_32,Bachelors,m,other,2,28,1,5,0,0,52,Medium,Low,Medium,High Risk,Region 32,No
19065,Technology,region_32,Bachelors,m,sourcing,1,33,1,5,0,0,81,High,Low,Medium,High Risk,Region 32,No
61832,Sales & Marketing,region_2,Bachelors,f,other,2,25,3,3,0,0,46,Low,Medium,Medium,Medium Risk,Region 2,No
11504,Analytics,region_26,Bachelors,m,other,1,38,4,9,0,0,82,High,Medium,Medium,Medium Risk,Region 26,No
3051,Analytics,region_7,Bachelors,m,sourcing,1,30,3,5,0,0,84,High,Medium,Medium,Medium Risk,Region 7,No
66543,Operations,region_7,Masters & above,f,other,1,43,4,12,0,0,57,Medium,Medium,Medium,Medium Risk,Region 7,No
14479,Technology,region_23,Bachelors,f,sourcing,1,25,3,3,0,0,79,High,Medium,Medium,Medium Risk,Region 23,No
8995,Analytics,region_22,Bachelors,f,sourcing,1,29,5,3,1,0,84,High,Medium,Medium,Medium Risk,Region 22,No
45905,HR,region_31,Bachelors,m,other,1,27,5,4,1,0,54,Medium,Medium,Medium,Medium Risk,Region 31,No
62243,Operations,region_24,Bachelors,f,other,2,31,3,5,0,1,58,Medium,Medium,Medium,Medium Risk,Region 24,No
48491,Finance,region_29,Bachelors,m,sourcing,1,29,3,5,1,1,55,Medium,Medium,High,Medium Risk,Region 29,Yes
733,Sales & Marketing,region_2,Masters & above,f,other,1,36,5,7,1,0,47,Low,Medium,High,Medium Risk,Region 2,No
63147,Operations,region_2,Bachelors,f,sourcing,1,56,1,17,0,0,62,Medium,Low,Medium,High Risk,Region 2,No
42095,Sales & Marketing,region_6,Bachelors,m,sourcing,1,30,5,4,0,0,50,Medium,Medium,Medium,Medium Risk,Region 6,No
60310,HR,region_7,Bachelors,f,sourcing,1,25,3,1,0,0,46,Low,Medium,Low,High Risk,Region 7,No
36823,HR,region_2,Below Secondary,m,other,1,22,3,1,0,0,55,Medium,Medium,Low,High Risk,Region 2,No
15873,Procurement,region_33,Bachelors,m,sourcing,1,27,3,2,0,0,68,Medium,Medium,Low,High Risk,Region 33,No
6252,Operations,region_24,Masters & above,f,sourcing,1,32,3,4,1,0,64,Medium,Medium,Medium,Medium Risk,Region 24,No
17214,Analytics,region_31,Bachelors,m,other,2,27,5,4,1,0,78,High,High,Medium,Medium Risk,Region 31,No
75845,Sales & Marketing,region_5,Bachelors,f,other,2,30,3,9,0,0,52,Medium,Medium,Medium,Medium Risk,Region 5,No
45922,Sales & Marketing,region_6,Bachelors,m,other,2,31,2,5,0,0,46,Low,Low,Medium,High Risk,Region 6,No
42115,Analytics,region_24,Bachelors,m,other,1,33,1,6,1,0,83,High,Low,High,High Risk,Region 24,No
6799,Sales & Marketing,region_2,Bachelors,m,other,1,45,3,14,0,0,48,Low,Medium,Medium,Medium Risk,Region 2,No
61556,Technology,region_22,Bachelors,m,referred,2,26,1,3,1,0,75,High,Low,Medium,High Risk,Region 22,No
50452,Operations,region_19,Bachelors,m,sourcing,2,34,5,9,1,0,60,Medium,High,High,Low Risk,Region 19,No
26054,Sales & Marketing,region_7,Masters & above,m,sourcing,1,38,4,4,0,0,50,Medium,Medium,Medium,Medium Risk,Region 7,No
66461,Analytics,region_6,Bachelors,m,sourcing,1,41,5,10,1,0,87,High,Medium,High,Medium Risk,Region 6,No
41101,Procurement,region_2,Masters & above,f,other,2,40,3,1,1,0,70,Medium,Medium,Low,High Risk,Region 2,No
60014,Procurement,region_2,Masters & above,m,other,2,47,3,4,0,0,71,Medium,Medium,Medium,Medium Risk,Region 2,No
13797,Sales & Marketing,region_13,Masters & above,m,other,1,43,3,16,0,0,50,Medium,Medium,Medium,Medium Risk,Region 13,No
32226,Technology,region_14,Bachelors,m,other,1,36,4,3,1,0,81,High,Medium,Medium,Medium Risk,Region 14,No
52065,Operations,region_29,Masters & above,f,sourcing,1,33,4,4,0,0,56,Medium,Medium,Medium,Medium Risk,Region 29,No
44488,Technology,region_27,Bachelors,f,other,1,27,5,3,1,0,81,High,Medium,Medium,Medium Risk,Region 27,No
59642,Procurement,region_2,Bachelors,f,sourcing,1,30,3,7,1,0,67,Medium,Medium,High,Medium Risk,Region 2,No
46825,Sales & Marketing,region_11,Masters & above,m,other,2,39,5,5,1,0,51,Medium,High,High,Low Risk,Region 11,No
25364,Finance,region_22,Masters & above,m,sourcing,1,34,2,9,0,0,59,Medium,Low,Medium,High Risk,Region 22,No
17917,Sales & Marketing,region_2,Masters & above,m,sourcing,1,40,5,8,1,0,93,High,Medium,High,Medium Risk,Region 2,No
60487,Sales & Marketing,region_27,Bachelors,m,sourcing,1,36,1,7,0,0,53,Medium,Low,Medium,High Risk,Region 27,No
1521,Procurement,region_15,Bachelors,f,other,1,32,4,5,0,0,68,Medium,Medium,Medium,Medium Risk,Region 15,No
34320,Procurement,region_14,Bachelors,m,other,1,34,1,4,0,0,74,Medium,Low,Medium,High Risk,Region 14,No
48533,Operations,region_2,Bachelors,m,other,1,29,2,5,1,0,55,Medium,Low,High,High Risk,Region 2,No
46045,Sales & Marketing,region_3,Bachelors,m,other,1,39,3,4,0,0,47,Low,Medium,Medium,Medium Risk,Region 3,No
23604,Sales & Marketing,region_28,Bachelors,m,sourcing,1,29,2,3,0,0,51,Medium,Low,Medium,High Risk,Region 28,No
20021,Sales & Marketing,region_13,Bachelors,f,other,1,29,2,3,1,0,51,Medium,Low,Medium,High Risk,Region 13,No
51532,Technology,region_33,Bachelors,f,other,1,31,1,3,0,0,73,Medium,Low,Medium,High Risk,Region 33,No
29011,Operations,region_31,Bachelors,m,other,2,27,4,3,1,0,62,Medium,High,Medium,Medium Risk,Region 31,No
56137,Technology,region_2,Bachelors,m,other,1,49,4,17,0,0,81,High,Medium,Medium,Medium Risk,Region 2,No
25906,Technology,region_33,Bachelors,f,sourcing,1,32,2,7,0,0,79,High,Low,Medium,High Risk,Region 33,No
18121,Technology,region_29,Masters & above,f,sourcing,1,34,4,5,1,0,80,High,Medium,High,Medium Risk,Region 29,No
57456,Operations,region_7,Bachelors,m,other,1,28,3,1,0,0,55,Medium,Medium,Low,High Risk,Region 7,No
14805,Analytics,region_23,Bachelors,m,other,2,31,3,4,0,0,84,High,Medium,Medium,Medium Risk,Region 23,No
78283,Operations,region_12,Bachelors,f,sourcing,1,28,3,4,0,0,57,Medium,Medium,Medium,Medium Risk,Region 12,No
7656,Sales & Marketing,region_10,Masters & above,m,other,1,46,4,4,1,0,59,Medium,Medium,Medium,Medium Risk,Region 10,No
5143,Operations,region_29,Bachelors,m,sourcing,1,35,4,6,1,0,64,Medium,Medium,High,Medium Risk,Region 29,No
2981,Operations,region_9,Bachelors,f,sourcing,1,36,5,8,1,0,59,Medium,Medium,High,Medium Risk,Region 9,No
40452,Sales & Marketing,region_22,Masters & above,m,sourcing,1,53,3,17,0,0,47,Low,Medium,Medium,Medium Risk,Region 22,No
73168,Sales & Marketing,region_29,Bachelors,m,other,2,33,1,6,0,0,49,Low,Low,Medium,High Risk,Region 29,No
52189,Sales & Marketing,region_32,Masters & above,m,other,1,27,3,1,0,0,52,Medium,Medium,Low,High Risk,Region 32,No
17348,Operations,region_2,Bachelors,m,other,1,46,4,7,1,0,60,Medium,Medium,High,Medium Risk,Region 2,No
54684,Operations,region_26,Bachelors,f,sourcing,1,31,4,4,0,0,61,Medium,Medium,Medium,Medium Risk,Region 26,No
15795,Technology,region_15,Masters & above,m,other,1,44,3,5,0,0,79,High,Medium,Medium,Medium Risk,Region 15,No
70185,Procurement,region_7,Masters & above,f,sourcing,1,33,3,5,1,0,84,High,Medium,High,Medium Risk,Region 7,No
59823,Sales & Marketing,region_22,Bachelors,m,sourcing,2,32,3,10,0,0,48,Low,Medium,Medium,Medium Risk,Region 22,No
1653,Procurement,region_11,Masters & above,m,other,1,42,3,13,1,0,98,High,Medium,High,Medium Risk,Region 11,No
56599,Sales & Marketing,region_26,Masters & above,m,other,2,39,4,3,0,0,50,Medium,High,Medium,Medium Risk,Region 26,No
55277,Sales & Marketing,region_22,Bachelors,f,sourcing,1,30,2,3,0,0,46,Low,Low,Medium,High Risk,Region 22,No
63282,Operations,region_4,Masters & above,f,other,1,36,5,9,0,0,74,Medium,Medium,Medium,Medium Risk,Region 4,No
39849,Sales & Marketing,region_30,Bachelors,m,sourcing,1,24,4,2,0,0,50,Medium,Medium,Low,High Risk,Region 30,No
69019,Sales & Marketing,region_24,Bachelors,m,other,1,28,3,3,0,0,49,Low,Medium,Medium,Medium Risk,Region 24,No
56247,Technology,region_27,Bachelors,m,other,1,26,3,1,0,0,73,Medium,Medium,Low,High Risk,Region 27,No
44640,Sales & Marketing,region_22,Bachelors,m,other,2,27,3,3,1,0,50,Medium,Medium,Medium,Medium Risk,Region 22,No
49596,Technology,region_7,Bachelors,f,sourcing,2,29,4,3,1,0,82,High,High,Medium,Medium Risk,Region 7,No
27472,Operations,region_13,Bachelors,m,sourcing,1,36,3,3,0,0,65,Medium,Medium,Medium,Medium Risk,Region 13,No
55930,Procurement,region_13,Masters & above,f,other,2,45,1,3,0,0,65,Medium,Low,Medium,High Risk,Region 13,No
5255,Technology,region_7,Bachelors,m,other,1,29,3,1,1,1,94,High,Medium,Medium,Medium Risk,Region 7,Yes
76253,Sales & Marketing,region_25,Bachelors,m,other,1,39,5,3,0,0,53,Medium,Medium,Medium,Medium Risk,Region 25,No
28612,Sales & Marketing,region_29,Masters & above,m,sourcing,1,32,3,4,0,0,46,Low,Medium,Medium,Medium Risk,Region 29,No
25734,Procurement,region_13,Bachelors,m,other,1,30,4,5,0,0,71,Medium,Medium,Medium,Medium Risk,Region 13,No
67099,Sales & Marketing,region_12,Bachelors,m,sourcing,2,26,3,4,1,0,50,Medium,Medium,Medium,Medium Risk,Region 12,No
48363,Procurement,region_17,Masters & above,f,sourcing,1,32,3,4,0,0,71,Medium,Medium,Medium,Medium Risk,Region 17,No
64404,Operations,region_15,Bachelors,m,sourcing,1,37,5,5,1,0,60,Medium,Medium,High,Medium Risk,Region 15,No
64018,Sales & Marketing,region_13,Bachelors,f,sourcing,1,26,1,3,0,0,48,Low,Low,Medium,High Risk,Region 13,No
13202,Sales & Marketing,region_2,Bachelors,m,referred,1,26,4,2,0,0,48,Low,Medium,Low,High Risk,Region 2,No
52152,Finance,region_23,Masters & above,m,sourcing,1,35,3,6,0,0,61,Medium,Medium,Medium,Medium Risk,Region 23,No
53274,Sales & Marketing,region_15,Bachelors,m,sourcing,1,36,3,3,0,0,48,Low,Medium,Medium,Medium Risk,Region 15,No
8044,Operations,region_19,Bachelors,m,sourcing,1,42,3,3,0,0,64,Medium,Medium,Medium,Medium Risk,Region 19,No
35321,Sales & Marketing,region_32,Bachelors,m,other,1,28,2,2,0,0,51,Medium,Low,Low,High Risk,Region 32,No
63111,Operations,region_22,Bachelors,m,other,2,27,3,3,0,0,59,Medium,Medium,Medium,Medium Risk,Region 22,No
19123,Sales & Marketing,region_14,Bachelors,f,other,1,33,5,7,0,0,50,Medium,Medium,Medium,Medium Risk,Region 14,No
14863,Procurement,region_22,Bachelors,m,other,6,39,2,10,0,0,73,Medium,Low,Medium,High Risk,Region 22,No
11780,Operations,region_2,Bachelors,m,sourcing,1,42,4,13,0,0,60,Medium,Medium,Medium,Medium Risk,Region 2,No
17561,Sales & Marketing,region_16,Bachelors,m,other,1,30,1,6,0,0,48,Low,Low,Medium,High Risk,Region 16,No
4237,Sales & Marketing,region_13,Bachelors,m,sourcing,1,49,3,7,1,0,49,Low,Medium,High,Medium Risk,Region 13,No
21011,Procurement,region_30,Masters & above,f,sourcing,1,38,4,6,1,0,72,Medium,Medium,High,Medium Risk,Region 30,No
64622,Sales & Marketing,region_1,Bachelors,m,sourcing,2,25,1,2,0,0,53,Medium,Low,Low,High Risk,Region 1,No
62884,Technology,region_23,Bachelors,f,sourcing,1,33,3,8,0,0,79,High,Medium,Medium,Medium Risk,Region 23,No
67530,Operations,region_14,Bachelors,f,sourcing,1,36,4,10,1,0,57,Medium,Medium,High,Medium Risk,Region 14,No
8536,Sales & Marketing,region_32,Bachelors,f,other,1,28,5,4,0,0,50,Medium,Medium,Medium,Medium Risk,Region 32,No
38710,Procurement,region_7,Bachelors,m,sourcing,1,28,1,5,0,0,66,Medium,Low,Medium,High Risk,Region 7,No
46725,Analytics,region_31,Bachelors,m,other,2,31,4,2,1,0,88,High,High,Low,High Risk,Region 31,No
71812,Operations,region_27,Bachelors,m,sourcing,1,45,5,10,0,0,65,Medium,Medium,Medium,Medium Risk,Region 27,No
59422,Procurement,region_22,Masters & above,f,other,1,35,1,7,0,0,64,Medium,Low,Medium,High Risk,Region 22,No
66342,Analytics,region_7,Bachelors,m,other,1,30,1,2,0,0,87,High,Low,Low,High Risk,Region 7,No
25944,Operations,region_26,Bachelors,m,other,1,34,3,4,1,0,59,Medium,Medium,Medium,Medium Risk,Region 26,No
25450,Technology,region_23,Bachelors,m,sourcing,1,26,5,2,1,0,78,High,Medium,Low,High Risk,Region 23,No
26055,Technology,region_2,Masters & above,m,other,1,38,4,9,1,0,82,High,Medium,High,Medium Risk,Region 2,No
33831,Procurement,region_19,Bachelors,m,sourcing,1,41,4,16,1,0,68,Medium,Medium,High,Medium Risk,Region 19,No
61991,Analytics,region_26,Bachelors,m,sourcing,1,28,3,1,1,0,79,High,Medium,Low,High Risk,Region 26,No
31118,Technology,region_7,Bachelors,m,other,1,38,2,10,0,0,80,High,Low,Medium,High Risk,Region 7,No
34226,HR,region_22,Bachelors,m,sourcing,1,28,1,2,0,0,47,Low,Low,Low,High Risk,Region 22,No
46538,Sales & Marketing,region_7,Bachelors,m,other,1,34,2,2,0,0,49,Low,Low,Low,High Risk,Region 7,No
4080,HR,region_2,Bachelors,f,other,1,52,2,16,0,0,51,Medium,Low,Medium,High Risk,Region 2,No
23956,Technology,region_26,Bachelors,f,other,1,27,2,5,0,0,78,High,Low,Medium,High Risk,Region 26,No
71710,Operations,region_21,Bachelors,m,other,1,33,3,5,0,0,63,Medium,Medium,Medium,Medium Risk,Region 21,No
29016,Operations,region_19,Bachelors,f,other,1,41,5,5,1,0,60,Medium,Medium,High,Medium Risk,Region 19,No
32914,Technology,region_19,Bachelors,m,other,1,46,3,5,0,0,88,High,Medium,Medium,Medium Risk,Region 19,No
18577,Sales & Marketing,region_15,Bachelors,f,sourcing,1,35,4,4,1,0,49,Low,Medium,Medium,Medium Risk,Region 15,No
37023,Sales & Marketing,region_1,Masters & above,f,other,1,39,5,7,1,0,46,Low,Medium,High,Medium Risk,Region 1,No
71328,Operations,region_4,Bachelors,m,other,1,29,3,5,1,0,55,Medium,Medium,High,Medium Risk,Region 4,No
55311,Analytics,region_31,Bachelors,m,sourcing,1,28,1,4,0,0,85,High,Low,Medium,High Risk,Region 31,No
6219,Operations,region_19,Bachelors,f,other,1,37,5,2,1,0,58,Medium,Medium,Low,High Risk,Region 19,No
29889,Operations,region_22,Bachelors,m,sourcing,1,36,3,8,0,0,61,Medium,Medium,Medium,Medium Risk,Region 22,No
5866,Procurement,region_2,Bachelors,m,other,3,28,3,6,0,0,68,Medium,Medium,Medium,Medium Risk,Region 2,No
46147,Sales & Marketing,region_20,Bachelors,f,other,1,29,3,5,0,0,50,Medium,Medium,Medium,Medium Risk,Region 20,No
24563,Procurement,region_2,Bachelors,m,sourcing,2,34,5,3,0,0,71,Medium,High,Medium,Medium Risk,Region 2,No
32909,Procurement,region_23,Masters & above,m,other,1,33,5,4,0,0,70,Medium,Medium,Medium,Medium Risk,Region 23,No
77398,Legal,region_23,Masters & above,m,other,1,42,5,3,1,0,62,Medium,Medium,Medium,Medium Risk,Region 23,No
15060,Sales & Marketing,region_1,Masters & above,m,sourcing,1,31,3,1,1,0,99,High,Medium,Low,High Risk,Region 1,No
7436,Operations,region_16,Bachelors,m,sourcing,1,32,5,6,1,0,59,Medium,Medium,High,Medium Risk,Region 16,No
19548,Technology,region_4,Bachelors,m,sourcing,2,32,3,8,1,0,77,High,Medium,High,Medium Risk,Region 4,No
10209,Analytics,region_29,Bachelors,m,other,1,27,3,1,0,0,84,High,Medium,Low,High Risk,Region 29,No
70806,Procurement,region_8,Bachelors,m,sourcing,2,28,1,4,0,0,71,Medium,Low,Medium,High Risk,Region 8,No
57668,Operations,region_19,Bachelors,f,sourcing,1,41,3,11,0,0,60,Medium,Medium,Medium,Medium Risk,Region 19,No
76578,Technology,region_13,Bachelors,f,other,1,24,3,1,1,0,86,High,Medium,Low,High Risk,Region 13,No
8123,Finance,region_2,Masters & above,m,other,2,41,3,13,0,0,56,Medium,Medium,Medium,Medium Risk,Region 2,No
42920,Operations,region_15,Bachelors,m,other,2,33,4,7,0,0,62,Medium,High,Medium,Medium Risk,Region 15,No
41548,Procurement,region_4,Bachelors,m,other,1,31,3,5,0,0,66,Medium,Medium,Medium,Medium Risk,Region 4,No
38403,Analytics,region_25,Bachelors,m,other,2,31,5,6,0,0,81,High,High,Medium,Medium Risk,Region 25,No
48748,Sales & Marketing,region_22,Masters & above,m,sourcing,1,38,2,10,0,0,55,Medium,Low,Medium,High Risk,Region 22,No
18768,Operations,region_31,Bachelors,f,other,1,35,2,10,0,0,61,Medium,Low,Medium,High Risk,Region 31,No
76267,R&D,region_4,Bachelors,m,sourcing,1,32,5,4,1,0,86,High,Medium,Medium,Medium Risk,Region 4,No
40976,Operations,region_24,Bachelors,m,sourcing,1,35,3,3,0,0,56,Medium,Medium,Medium,Medium Risk,Region 24,No
66588,Operations,region_20,Bachelors,m,other,1,33,4,3,1,0,62,Medium,Medium,Medium,Medium Risk,Region 20,No
34184,Technology,region_26,Bachelors,m,other,2,33,3,5,0,0,81,High,Medium,Medium,Medium Risk,Region 26,No
14099,Operations,region_2,Bachelors,m,sourcing,3,29,3,1,1,1,65,Medium,Medium,Medium,Medium Risk,Region 2,Yes
75329,Sales & Marketing,region_2,Bachelors,m,sourcing,1,53,5,18,0,0,50,Medium,Medium,Medium,Medium Risk,Region 2,No
13572,Operations,region_24,Bachelors,m,other,1,33,1,6,0,0,61,Medium,Low,Medium,High Risk,Region 24,No
20503,Sales & Marketing,region_2,Masters & above,m,other,1,49,3,6,0,0,50,Medium,Medium,Medium,Medium Risk,Region 2,No
55705,Sales & Marketing,region_7,Bachelors,m,sourcing,2,34,5,8,0,0,53,Medium,High,Medium,Medium Risk,Region 7,No
63962,Sales & Marketing,region_7,Masters & above,m,sourcing,2,33,1,8,0,0,48,Low,Low,Medium,High Risk,Region 7,No
76575,HR,region_2,Bachelors,f,other,1,38,4,10,0,0,52,Medium,Medium,Medium,Medium Risk,Region 2,No
20686,Operations,region_2,Bachelors,f,other,1,31,2,7,0,0,56,Medium,Low,Medium,High Risk,Region 2,No
50866,Operations,region_32,Bachelors,f,other,1,32,2,2,1,0,62,Medium,Low,Low,High Risk,Region 32,No
24508,Technology,region_34,Bachelors,m,other,2,29,1,2,1,0,82,High,Low,Low,High Risk,Region 34,No
35564,Sales & Marketing,region_16,Bachelors,m,other,1,26,3,1,1,0,48,Low,Medium,Low,High Risk,Region 16,No
27858,HR,region_31,Bachelors,f,other,1,36,3,4,0,0,54,Medium,Medium,Medium,Medium Risk,Region 31,No
13548,Operations,region_11,Bachelors,m,other,1,32,4,4,0,0,56,Medium,Medium,Medium,Medium Risk,Region 11,No
47459,Technology,region_22,Bachelors,f,sourcing,3,27,4,4,0,0,85,High,High,Medium,Medium Risk,Region 22,No
29702,Sales & Marketing,region_11,Bachelors,m,other,1,38,5,10,0,0,50,Medium,Medium,Medium,Medium Risk,Region 11,No
4025,Sales & Marketing,region_22,Bachelors,m,sourcing,3,27,3,1,0,0,45,Low,Medium,Low,High Risk,Region 22,No
70027,HR,region_7,Bachelors,f,sourcing,1,32,1,6,0,0,46,Low,Low,Medium,High Risk,Region 7,No
62819,Sales & Marketing,region_7,Bachelors,m,sourcing,1,35,3,5,0,0,48,Low,Medium,Medium,Medium Risk,Region 7,No
40781,Technology,region_15,Masters & above,m,other,2,35,2,9,1,0,77,High,Low,High,High Risk,Region 15,No
35829,Analytics,region_2,Bachelors,m,other,2,28,3,4,0,0,85,High,Medium,Medium,Medium Risk,Region 2,No
27469,Analytics,region_22,Masters & above,m,other,2,48,5,11,1,0,84,High,High,High,Low Risk,Region 22,No
18930,Finance,region_22,Bachelors,f,other,1,32,3,4,0,0,63,Medium,Medium,Medium,Medium Risk,Region 22,No
17568,Technology,region_10,Masters & above,f,other,2,34,5,8,0,0,78,High,High,Medium,Medium Risk,Region 10,No
26041,Technology,region_22,Bachelors,f,other,1,30,3,2,0,0,79,High,Medium,Low,High Risk,Region 22,No
70577,Sales & Marketing,region_15,Bachelors,m,sourcing,1,37,2,9,0,0,53,Medium,Low,Medium,High Risk,Region 15,No
44401,Technology,region_33,Bachelors,m,sourcing,1,30,3,1,1,0,82,High,Medium,Low,High Risk,Region 33,No
65839,Finance,region_2,Bachelors,f,sourcing,1,39,5,11,1,0,64,Medium,Medium,High,Medium Risk,Region 2,No
43651,Operations,region_26,Masters & above,m,other,1,37,5,3,1,0,61,Medium,Medium,Medium,Medium Risk,Region 26,No
8041,Sales & Marketing,region_32,Bachelors,m,other,1,31,4,3,0,0,49,Low,Medium,Medium,Medium Risk,Region 32,No
45150,Analytics,region_2,Bachelors,m,other,2,28,5,2,0,0,85,High,High,Low,High Risk,Region 2,No
56994,Legal,region_7,Bachelors,m,other,1,37,3,10,0,0,64,Medium,Medium,Medium,Medium Risk,Region 7,No
78230,Finance,region_32,Bachelors,m,other,1,28,3,6,0,0,59,Medium,Medium,Medium,Medium Risk,Region 32,No
7479,Operations,region_22,Bachelors,f,sourcing,1,44,3,14,0,0,60,Medium,Medium,Medium,Medium Risk,Region 22,No
18581,Procurement,region_15,Bachelors,f,sourcing,1,33,5,7,1,0,68,Medium,Medium,High,Medium Risk,Region 15,No
56333,Analytics,region_22,Bachelors,f,other,1,27,4,2,0,0,81,High,Medium,Low,High Risk,Region 22,No
36684,Sales & Marketing,region_13,Bachelors,m,sourcing,1,31,5,7,1,0,48,Low,Medium,High,Medium Risk,Region 13,No
71823,Sales & Marketing,region_15,Bachelors,f,sourcing,1,27,3,4,0,0,50,Medium,Medium,Medium,Medium Risk,Region 15,No
38704,Sales & Marketing,region_22,Bachelors,m,sourcing,1,56,5,16,0,0,45,Low,Medium,Medium,Medium Risk,Region 22,No
38978,Sales & Marketing,region_29,Bachelors,m,other,4,35,3,9,0,0,49,Low,Medium,Medium,Medium Risk,Region 29,No
70708,Sales & Marketing,region_7,Bachelors,m,other,1,44,2,14,0,0,46,Low,Low,Medium,High Risk,Region 7,No
42492,Procurement,region_2,Bachelors,m,sourcing,1,27,5,3,0,1,93,High,Medium,Medium,Medium Risk,Region 2,No
47058,Technology,region_28,Masters & above,m,other,1,36,3,7,1,0,77,High,Medium,High,Medium Risk,Region 28,No
59833,Operations,region_26,Masters & above,m,other,1,49,5,20,1,0,59,Medium,Medium,High,Medium Risk,Region 26,No
71516,Finance,region_15,Bachelors,m,other,1,37,3,9,0,0,61,Medium,Medium,Medium,Medium Risk,Region 15,No
3233,Procurement,region_2,Masters & above,m,other,3,60,4,11,0,0,74,Medium,High,Medium,Medium Risk,Region 2,No
30849,Operations,region_15,Bachelors,m,other,2,46,5,16,1,0,60,Medium,High,High,Low Risk,Region 15,No
33659,R&D,region_26,Bachelors,m,sourcing,2,27,3,3,0,0,89,High,Medium,Medium,Medium Risk,Region 26,No
54814,Sales & Marketing,region_2,Bachelors,m,sourcing,4,31,2,6,0,0,47,Low,Low,Medium,High Risk,Region 2,No
66513,Sales & Marketing,region_11,Bachelors,m,other,1,30,3,3,0,0,44,Low,Medium,Medium,Medium Risk,Region 11,No
22643,Technology,region_13,Masters & above,m,sourcing,1,51,3,9,0,0,80,High,Medium,Medium,Medium Risk,Region 13,No
69172,Technology,region_33,Bachelors,m,other,1,42,1,2,0,0,83,High,Low,Low,High Risk,Region 33,No
21483,Sales & Marketing,region_7,Bachelors,m,other,2,39,4,6,0,0,51,Medium,High,Medium,Medium Risk,Region 7,No
48285,Procurement,region_2,Bachelors,m,other,1,33,3,7,1,0,70,Medium,Medium,High,Medium Risk,Region 2,No
41148,Analytics,region_21,Bachelors,m,other,1,25,3,1,0,0,84,High,Medium,Low,High Risk,Region 21,No
2814,Procurement,region_2,Masters & above,m,sourcing,1,44,5,10,1,0,74,Medium,Medium,High,Medium Risk,Region 2,No
